//プレミアム・パスポート　事業協賛店一覧,,20160104 
企業ID,店舗ID,店舗・施設名,郵便,住所,住所建物,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100243,ofid0001,カットショップ　タクティクスブラザース,921-8064,石川県金沢市八日市１丁目６３８番地,,36.5428878, 136.6105457,076-245-5589,076-245-5586,http://www5d.biglobe.ne.jp/~tcb/,9:00〜19:00,毎週月曜日、第1、第3火曜日,
co100244,ofid0001,カットスタジオ「ホシナ」,920-0843,石川県金沢市森山2丁目26-7,レジデント元町1F,36.5780023, 136.6642010,076-251-6423,076-251-6423,http://e-tokoya.net,8:30〜19:00,毎週月曜日、第1月、火、第3月、火は連休,
co069277,ofid0001,カットハウス トダ,923-1101,石川県能美市粟生町ロ111,,36.4523424,136.5053666,0761-57-1388,,http://cut-house-toda.com/,am8:00~pm7:00,毎週月曜、第１・３日曜,
co100246,ofid0001,カットハウス　オダ,921-8154,石川県金沢市高尾南3-173,,36.5184215, 136.6290415,076-298-5458,076-298-5458,,8:00〜18:30,毎週月曜日、第1火曜日、第3日曜日,
co991339,ofid0001,カフェ食堂　れんげや,929-1602,石川県鹿島郡中能登町能登部上ハ8,,36.9678906,136.87347490,0767-72-2911,,,11:00〜17：00　　（日・祝11:00〜14：00）,毎週水曜日,
co101134,ofid0001,カメラのキタムラ　イオン小松店,923-0036,石川県小松市平面町ア69,,36.4193625, 136.4722549,0761-23-5603,,http://www.kitamura.jp,10:00〜20:00,,
co100369,ofid0001,カメラ・DPE　ハタノフォート,925-0447,石川県羽咋郡志賀町富来領家町甲26,増穂浦ショッピングモールアスク,37.1421552, 136.7248852,0767-42-0339,0767-42-0339,,10：00〜19：30（日曜日9:00〜19:30）,毎月１回（水）,
co100370,ofid0001,カラオケキャビン　エーワン,927-0602,石川県鳳珠郡能登町松波26-61-1,,37.3524238, 137.2381219,0768-72-1800,,http://www11.ocn.ne.jp/~a-wan/,12:00〜24:00,不定休,
co100983,ofid0002,カラオケメイト　松任店,924-0032,石川県白山市村井町１７７５,,36.5090056, 136.5620613,076-275-8400,,,11:00〜26:00,毎週月曜日（祝前日・祝日は除く）,
co100984,ofid0001,カラオケメイト　金沢福久店,920-3123,石川県金沢市福久東１丁目１４−１,,36.6153129, 136.6818955,076-258-5955,076-258-5955,,金・土・祝前日11:00〜28:00　金・土・祝前日以外11:00〜26:00,年中無休,
co100371,ofid0001,カルビ大将　津幡店,929-0342,石川県河北郡津幡町北中条５−２５,,36.6612803, 136.7298528,076-289-0577,076-289-0578,http://www.atom-corp.co.jp,11:30〜25:00（ラストオーダー24:00）,年中無休,
co101313,ofid0004,カルビ大将　津幡店,929-0342,石川県河北郡津幡町北中条５−２５,（アルプラザ津幡敷地内）,36.6601313,136.7274335,076-289-0577,,,11:30AM〜25:00AM, 年中無休,
co100027,ofid0001,カレーのチャンピオン　本店,921-8811,石川県野々市市高橋町20-17,,36.53024975,136.6247079,076-248-1497,076-248-9568,http://www.chancurry.com,11:00〜24:00,年末年始、お盆,
co101408,ofid0002,カレーのチャンピオン　津幡店,929-0327,石川県河北郡津幡町庄ホ37-1,,36.6781116, 136.7207505,076-288-6667,,http://www.chancurry.com/,11:30〜0:00（ラストオーダー23:30）,年中無休,
co101408,ofid0001,カレーのチャンピオン　福久店,920-3126,石川県金沢市福久2丁目89,,36.6175964,136.6829534,076-257-5117,,http://www.chancurry.com/,11:30〜0:00（ラストオーダー23:30）,年中無休,
co101408,ofid0003,カレーのチャンピオン　近江町店,920-0907,石川県金沢市青草町　88番地,近江町いちば館地下1階,36.5715515, 136.6560724,076-255-2353,,http://www.chancurry.com/,11:00〜20:00（ラストオーダー19:30）,年中無休,
co100645,ofid0001,カワグチ　小松店,923-0801,石川県小松市園町ハ２３−１,アル・プラザ小松１Ｆ,36.4064376, 136.4605976,0761-23-2377,0761-23-1899,,10：00〜21：00,,
co101028,ofid0001,カーケア．工房ヒラシマ,923-0801,石川県小松市園町ホ134-1,,36.4074499, 136.4596394,0761-22-2421,0761-22-2588,,8:30〜19:00,年末、年始、夏期（盆）、ゴールデンウィーク,
co100500,ofid0001,カーブス　小松打越,923-0831,石川県小松市打越町甲43番地,,36.398233,136.478166,0761-24-4227,0761-24-4227,http://www.curves.co.jp,10：00〜13：50　15：00〜20：00,日曜、祝日,
co100249,ofid0001,カーブス津幡,929-0342,石川県河北郡津幡町北中条５丁目９６,,36.6621441, 136.7282808,076-289-5700,076-289-5700,http://www.curves.co.jp/,平日10:00〜13:00 15:00〜19:00　土曜日10:00〜13:00,日曜・祝日,
co100249,ofid0002,カーブス窪,921-8151,石川県金沢市窪4丁目412番地,,36.5259709, 136.6391879,076-241-3471,076-241-3471,http://www.curves.co.jp/,平日10:00〜13:00 15:00〜19:00　土曜日10:00〜13:00,日曜・祝日,
co100903,ofid0002,カーロ　増泉店,921-8025,石川県金沢市増泉3丁目17-29,,36.5559533, 136.6362289,076-280-9300,076-280-9311,http://www.makkuru.jp/caro/,9:00〜19:30,年末、年始,
co101505,ofid0001,ガリバー金沢増泉店,921-8025,石川県金沢市増泉2丁目19-20,,36.5591946, 136.6382203,076-245-2422,076-245-2423,http://221616.com/shop/p_17/G00857/,10：00〜19：00,無し,
co101444,ofid0001,ガレージSMC,921-8005,石川県金沢市間明町１丁目２７番地,,36.5673209, 136.6143300,076-201-8444,076-201-8442,http://www3.to/kanazawa-smc/,10時00分から20時00分,年末年始、日曜日,
co100373,ofid0001,ガレージエス,920-0344,石川県金沢市畝田東4丁目1127-2,,36.5990946, 136.6122152,076-267-5104,076-267-5104,http://www.garage-s.net/,9:30〜18:30,毎週日曜日、祝日、年末年始、お盆、その他,
co100374,ofid0001,ガレージグリーン,920-1151,石川県金沢市田上町５１街区２−２,,36.5494797, 136.691692,076-262-2707,050-3448-177,http://ameblo.jp/garage-green5122/,24時間365日対応しています,なし,
co337770,ofid0001,キタセ,923-0925,石川県小松市八日市町68,,36.4025168,136.4496653,0761-24-0851,0761-24-0885,,10時〜19時,水曜日（1月2日〜5月5日迄無休）,
co101357,ofid0001,キャッスル真名井,927-0027,石川県鳳珠郡穴水町川島井61-1,,37.2232927,136.9182778,0768-52-3030,0768-52-3031,http://www.hotespa.net/hotels/manai/,,年中無休,
co100054,ofid0001,キャロットホーム　金沢南店,921-8801,石川県野々市市御経塚1丁目476番1,,36.545868, 136.5951665,076-294-0012,076-294-1088,http://www.carrot-home.co.jp,10:00〜18:00,毎週水曜日,
co100054,ofid0002,キャロットホーム／ホームソムリエ館,921-8801,石川県野々市市御経塚１丁目476−1,,36.545868, 136.5951665,076-294-0012,,http://carrot-home.co.jp/,9時から17時,毎週水曜日,
co100180,ofid0001,キングファミリー　金沢野々市店,921-8844,石川県野々市市堀内３丁目３３,,36.5291394, 136.6013413,076-246-8100,076-246-8101,http://www.kingfamily.co.jp,10:00〜20:00（買取受付は17:00まで）,定休日無し,
co100392,ofid0001,ギフトのコトブキ屋,922-0005,石川県加賀市大聖寺岡町ニ-20-2,,36.3122621, 136.3171432,0761-73-1824,0761-73-1891,,平日　9：00〜19：00　日曜・祝日　10：00〜18：00,年中無休,
co100059,ofid0001,ギフト館　イマイ,927-1215,石川県珠洲市上戸町北方イ67-1,,37.4343336, 137.2576923,0768-82-6888,0768-82-6890,http://kadoya-imai.com/,9:30〜18:30,1月1日、8月盆明け水曜日,
co101449,ofid0001,ギャラリー＆ビストロ　べんがらや,922-0242,石川県加賀市山代温泉通リ59,,36.2913229, 136.3626054,0761-76-4393,0761-77-1900,http://bengara-ya.jp/,10：00〜17：30,水曜日（水曜日が祝日の場合は営業、翌日木曜お休み）,
co100312,ofid0003,ギャラリー＆茶房　実生,922-0331,石川県加賀市動橋町タ１番８,,36.3224873, 136.3837581,0761-74-2425,0761-75-3429,http://www.kagaboucha.co.jp/,10:00〜18:00（ラストオーダー17:30）,水曜日（但し、定休日が祝日に重なる場合、翌日休業）,
co100313,ofid0001,クァトロブーム　鹿島,929-1721,石川県鹿島郡中能登町井田と1-1,アル・プラザ鹿島別棟（敷地内）,36.9692859, 136.9070822,0767-76-2525,0767-76-2346,http://www.quatro-boom.com/,日曜・月曜〜木曜　10:00〜24:00　金曜・土曜・祝前日　10:00〜翌2:00,年中無休,
co809205,ofid0001,クアハウス九谷,923-1111,石川県能美市泉台町東10番地,,36.4326113,136.52575290,0761-58-5050,0761-58-5057,http://www.kurhaus-kutani.com,10:00〜22:00,毎月5・20日（土・日・祝日の場合は順延）、12月31日、1月1日,
co100284,ofid0058,クスリのアオキ　みずき店,920-0201,石川県金沢市みずき1-3-1,,36.6184551,136.6721147,076-258-3750,,http://www.kusuri-aoki.co.jp,9：00〜21：00,年中無休（1月1日は休業）,
co100284,ofid0006,クスリのアオキ　七塚店,929-1177,石川県かほく市白尾ロ52-1,,36.7214641,136.6977699,076-283-8777,076-283-8778,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0003,クスリのアオキ　七尾店,926-0028,石川県七尾市藤野町ﾛ-38番,,37.0300771,136.9681084,0767-54-0010,0767-54-0144,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0024,クスリのアオキ　三口新町店,920-0944,石川県金沢市三口新町2丁目2番9号,,36.5409864,136.6805716,076-261-0003,076-261-2063,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0060,クスリのアオキ　三馬店,921-8162,石川県金沢市三馬2-254,,36.5298008, 136.6352243,076-247-3030,,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0038,クスリのアオキ　今江店,923-0964,石川県小松市今江町1丁目305番地,,36.3849646,136.4388352,0761-20-4646,0761-20-4647,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0022,クスリのアオキ　伏見台店,921-8177,石川県金沢市伏見台2丁目7番5号,,36.5342796,136.6368562,076-280-8511,076-280-8505,http://www.kusuri-aoki.co.jp,9:00〜24:00,年中無休（1月1日は休業）,
co100284,ofid0026,クスリのアオキ　八日市店,921-8063,石川県金沢市八日市出町769番地,,36.5540701,136.6079858,076-269-5200,076-269-5215,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,
co100284,ofid0034,クスリのアオキ　北安田店,924-0039,石川県白山市北安田西1丁目50番地,,36.5248856,136.5456577,076-274-3000,076-274-3139,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0039,クスリのアオキ　北浅井店,923-0851,石川県小松市北浅井町ち26,,36.3887064,136.4569463,0761-21-5522,0761-21-5665,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0043,クスリのアオキ　向本折店,923-0961,石川県小松市向本折町ニ24番1,,36.3981226,136.4421112,0761-20-1003,0761-20-1333,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0041,クスリのアオキ　園町店,923-0801,石川県小松市園町ホ107-3,,36.4081562,136.4586075,0761-23-9555,0761-23-9559,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0066,クスリのアオキ　大河端店,920-0213,石川県金沢市副都心北部大河端土地区画整理地内7街区7番,,36.6154164,136.6405678,076-256-0567,076-256-0568,http://www.kusuri-aoki.co.jp,9：00〜22：00,年中無休（1月1日は休業）,
co100284,ofid0047,クスリのアオキ　大聖寺店,922-0027,石川県加賀市大聖寺耳聞山町86-8,,36.308032, 136.3164961,0761-72-7788,0761-72-7355,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0052,クスリのアオキ　宇ノ気店,929-1122,石川県かほく市七窪17,,36.7223897, 136.7076932,076-283-6860,076-283-6861,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0059,クスリのアオキ　宇出津店,927-0435,石川県鳳珠郡能登町宇出津新港2丁目8番地,,37.2986713,137.1456149,0768-62-2120,,http://www.kusuri-aoki.co.jp,9：00〜21：00,年中無休（1月1日は休業）,
co100284,ofid0025,クスリのアオキ　安原店,920-0376,石川県金沢市福増町南1252番地,,36.5636411,136.5821090,076-249-7771,076-249-7749,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,
co100284,ofid0045,クスリのアオキ　寺井店,923-1121,石川県能美市寺井町ロ90番1,,36.4431895,136.4900822,0761-57-8300,0761-57-8301,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0015,クスリのアオキ　小坂店,920-0811,石川県金沢市小坂町西17,,36.5907234,136.6703252,076-252-7000,076-252-7560,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0050,クスリのアオキ　小島店,926-0852,石川県七尾市小島町大開地1番78,,37.0534760,136.9572609,0767-52-2711,0767-52-2712,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0053,クスリのアオキ　小松日の出店,923-0868,石川県小松市日の出町4丁目212番,,36.3993517,136.4550633,0761-23-3800,0761-23-3801,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0049,クスリのアオキ　山中店,922-0111,石川県加賀市山中温泉塚谷町1丁目121番地,,36.2600717,136.3675740,0761-78-3663,0761-78-3664,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0048,クスリのアオキ　山代店,922-0242,石川県加賀市山代温泉185番1,,36.3014669, 136.3594167,0761-77-8300,0761-77-8303,http://www.kusuri-aoki.co.jp,9:00〜24:00,年中無休（1月1日は休業）,
co100284,ofid0023,クスリのアオキ　御影店,921-8027,石川県金沢市神田1丁目1-5,,36.5611838,136.6395983,076-245-0030,076-245-1016,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0065,クスリのアオキ　御経塚あやめ店,921-8801,石川県野々市市御経塚3丁目159番地,,36.5517034, 136.5955579,076-240-4700,076-240-4701,,9:30〜22:00,１月１日,
co100284,ofid0013,クスリのアオキ　御経塚店,921-8065,石川県金沢市上荒屋1丁目222番地,,36.5470132,136.5940173,076-269-8855,076-269-8966,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,
co100284,ofid0036,クスリのアオキ　成町店,924-0023,石川県白山市成町215番1,,36.5223179,136.5573139,076-276-0003,076-276-0386,http://www.kusuri-aoki.co.jp,9:00〜21:30,年中無休（1月1日は休業）,
co100284,ofid0028,クスリのアオキ　扇が丘店,921-8812,石川県野々市市扇が丘34番6号,,36.5256682,136.6236902,076-246-2220,076-246-2209,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,
co100284,ofid0029,クスリのアオキ　押越店,921-8816,石川県野々市市若松町637,,36.5373331,136.6117374,076-227-0677,076-227-0722,http://www.kusuri-aoki.co.jp,9:00〜23:00,年中無休（1月1日は休業）,
co100284,ofid0031,クスリのアオキ　新庄店,921-8824,石川県野々市市新庄6丁目451,,36.5074301,136.6077783,076-248-0003,076-248-7717,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0035,クスリのアオキ　新旭店,924-0015,石川県白山市新田町48-1,,36.5348298, 136.5693492,076-274-0002,076-274-9007,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
co100284,ofid0056,クスリのアオキ　暁店,920-0926,石川県金沢市暁町20番6号,,36.5629159,136.6709850,076-232-5100,076-232-7112,http://www.kusuri-aoki.co.jp,9:00〜21:00,年中無休（1月1日は休業）,
co100284,ofid0055,クスリのアオキ　本津幡店,929-0326,石川県河北郡津幡町清水ア28番,,36.6754482,136.7338825,076-288-7666,076-288-7681,http://www.kusuri-aoki.co.jp,9:00〜22:00,年中無休（1月1日は休業）,
