店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100713,ofid0007,ゴーゴーカレー　丼丼　野々市市役所前スタジアム,921-8825,石川県野々市市三納1-77,アクロスプラザ内,36.517811,136.608982,076-294-2955,,http://www.gogocurry.com/,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0004,ゴーゴーカレー　保古町店,921-8052,石川県金沢市保古3丁目176,,36.559691,136.617702,076-214-1255,076-214-1255,http://www.gogocurry.com/,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0008,ゴーゴーカレー　松任バイパス店,924-0865,石川県白山市倉光9-51,,36.5131467,136.5721577,076-225-5655,076-225-5650,http://www.gogocurry.com,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0010,ゴーゴーカレー　羽咋スポーツプラザ店,925-0027,石川県羽咋市鶴多町亀田50-1,,36.8967039,136.7927474,0767-22-7025,0767-22-7025,http://www.gogocurry.com,10:55〜20:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0006,ゴーゴーカレー　輪島店,928-0001,石川県輪島市河井町20-1-131,,37.38893453,136.9061923,0768-23-0055,0768-23-0055,http://www.gogocurry.com/,10:55〜20:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0003,ゴーゴーカレー　近岡店,920-8217,石川県金沢市近岡町396,,36.61068993,136.6324568,076-238-5529,076-238-5529,http://www.gogocurry.com/,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0013,ゴーゴーカレー　金沢有松スタジアム,921-8161,石川県金沢市有松3-3-30,,36.54039,136.639768,076-242-1755,,http://www.gogocurry.com/,10:55〜20:55,年中無休,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0001,ゴーゴーカレー　金沢本店,920-1151,石川県金沢市田上町50街区5,,36.54499469,136.6898882,076-262-5550,076-262-5551,http://www.gogocurry.com/,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0011,ゴーゴーカレー　金沢東インター店,920-3122,石川県金沢市福久町ト9-1,,36.6096941,136.6764573,076-204-8855,076-204-8855,http://www.gogocurry.com,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0012,ゴーゴーカレー　金沢県庁前スタジアム,920-8203,石川県金沢市鞍月5-70,パルティール鞍月１F,36.599681,136.624174,076-254-5455,076-254-5455,http://www.gogocurry.com/,10:55〜20:55,年中無休,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co100713,ofid0005,ゴーゴーカレー　鹿島店,929-1817,石川県鹿島郡中能登町徳前よ109-1,,36.97148253,136.9067422,0767-76-2855,0767-76-2855,http://www.gogocurry.com/,10:55〜22:55,なし,カード記載の方に、次の下記のトッピング一品無料。らっきょう・生卵（50円）　ゆで卵（100円）　ロースカツ・ウインナー・チキンカツ・エビフライ・納豆・チーズ・ルー増し（200円）。
co683669,ofid0001,サイエンスヒルズこまつ　ひととものづくり科学館,923-8610,石川県小松市こまつの杜2番地,,36.4018069,136.4558103,0761-22-8610,0761-23-8686,http://science-hills-komatsu.jp/,9：30〜18：00（有料観覧受付は17：00まで）,月曜日（月曜日が祝日の場合は翌日。夏休み、ＧＷは開館）、年末年始（12月29日〜１月３日）,幼児（3歳以上）、小・中学生、高校生の方は3Dスタジオ＆ワンダーランドのセット券の観覧料が、50％引きとなります。ただし、団体利用の場合は除きます。
co100043,ofid0001,サイクルショップ　みなみ,921-8054,石川県金沢市西金沢1丁目７番地,,36.5520561,136.6213523,076-241-1383,076-241-1383,http://www.csminami.com,8:00〜20:00,毎週水曜日,全商品５％引
co100268,ofid0001,サガミ　小松店,923-0802,石川県小松市上小松町乙139-1,,36.4092333,136.4648417,0761-23-1576,0761-23-1576,http://www.sagami.co.jp,11:00〜24:00,無し,プレミアム・パスポート1枚に対して500円以内のサガミオリジナルお土産プレゼント
co100633,ofid0001,ササハラ薬局,922-0257,石川県加賀市山代温泉桔梗丘2丁目64,,36.2869719,136.35739,0761-77-4433,0761-77-4473,,AM9:00〜PM7:00,毎週日曜日・祝日・年始,全商品　５％引き　さらに山代温泉ラブゆーカードポイント２倍進呈します
co100628,ofid0001,サラダ館　寺井店　（有）みなみ酒店,923-1121,石川県能美市寺井町ロ65番地1,,36.4442717,136.4944444,0761-57-0273,0761-57-0195,http://shaddy.jp/,9:00〜19:00,水曜日,当店でお買上げのお客様にナインバレーポイント又はサラダ館ポイントを2倍進呈致します。（但し、3倍5倍等の日は除く）
co100712,ofid0002,サラダ館　御経塚店,921-8801,石川県野々市市御経塚２丁目２５２番地,,36.5496453,136.5959801,076-240-8818,076-240-9818,,10:00〜19:00,水曜日,5％〜20％引き　ポイント2倍進呈　赤ちゃんお写真入れカード無料添付　お買上げ3万円以上で写真入A3カレンダー2枚、7万円以上で＋写真入マグカップ進呈等など・・盛り沢山
co100615,ofid0002,サラダ館輪島　ファミィ店,928-0022,石川県輪島市宅田町7-37番地,,37.3877488,136.9015345,0768-23-8333,0768-23-8444,,9:00〜20:00,年始1日,標準小売価格より１０％引き（アズユーライク・食品は除く）
co100632,ofid0001,サロン・ド・コマイ,920-0902,石川県金沢市尾張町1-11-7,,36.5714297,136.6589407,076-231-7692,076-252-5884,,10:00〜19:00,毎週火曜日、年末年始,全商品10％引き（一部セール品除く）
co100406,ofid0001,サンドイッチハウス　ぱんの木,929-2222,石川県七尾市中島町中島３−１１−６,,37.1233999,136.848075,0767-66-0338,0767-66-0338,,5:00〜19:30,毎週日曜日（予約注文のみ）,スタンプ2倍
co100204,ofid0001,サンドックうらべ,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2308,,,10:00〜21:00,無休,1回ご来店ごとに300円以上ご購入で1ポイント!!（※パスポート専用カードがあります。）ポイントがたまると10％OFFの券として使えます。　※その他の割引との併用は出来ませんのでご了承下さい
co101229,ofid0001,サン・フラワー・マリヤマ　本店,927-2164,石川県輪島市門前町道下24-45,,37.290216,136.746075,0768-43-1347,0768-42-2033,,,第4日曜日,特典お買上げ時に、スタンプ又はカードポイント2倍進呈
co101229,ofid0002,サン・フラワー・マリヤマ　門前店,927-2151,石川県輪島市門前町走出ハ-58,,37.2909942,136.7673792,0768-42-3080,0768-42-3090,,9:30〜21:00,年中無休,特典お買上げ時に、スタンプ又はカードポイント2倍進呈
co100295,ofid0001,サーティワンアイスクリーム　アル・プラザ鹿島店,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2335,0767-76-2335,http://www.31ice.co.jp,10:00〜21:00,無休,お買上げのお客様スタンプ2倍!!
co101350,ofid0001,シェービングルーム　フェアリーズ,922-0245,石川県加賀市山代温泉山背台２丁目８７番地,,36.2936656,136.3599008,0761-77-2301,,http://www.fairies0761772301.jp/,9:00〜17:00,月曜日、第３日曜日,お顔剃りご利用の方、マッサージ（１０００円相当）をサービス 
co101259,ofid0035,シメノドラッグ　七塚店,929-1172,石川県かほく市松浜イ21‐1,,36.7437048,136.7076127,076-285-1112,076-285-1113,,9:00〜22:00,年中無休（元日、2日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0028,シメノドラッグ　七尾中央店,926-0015,石川県七尾市矢田新町ハ75番地,,37.0464077,136.9746377,0767-53-5405,0767-53-5406,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0003,シメノドラッグ　七尾東店,926-0021,石川県七尾市本府中町ワ3-1,,37.036696,136.9692787,0767-54-8265,0767-54-8295,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0009,シメノドラッグ　七尾西店,926-0821,石川県七尾市国分町ラ17番地,,37.0352785,136.9527757,0767-52-8333,0767-52-8334,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0024,シメノドラッグ　中島店,929-2242,石川県七尾市中島町崎山3-48-1,,37.1051795,136.8487282,0767-66-2165,0767-66-2166,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0008,シメノドラッグ　串店,923-0965,石川県小松市串町北333番地,,36.3731186,136.4232595,0761-43-8351,0761-43-8350,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0040,シメノドラッグ　今浜店,929-1344,石川県羽咋郡宝達志水町今浜ヲ173-10,,36.8270048,136.7589683,0767-28-5661,0767-28-5662,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0012,シメノドラッグ　内灘大根布店,920-0266,石川県河北郡内灘町大根布１丁目２番,,36.6466848,136.6459708,076-286-6655,076-286-6673,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0016,シメノドラッグ　加賀温泉駅前店,922-0423,石川県加賀市作見町リ24,,36.3179814,136.3516112,0761-73-4777,0761-73-4778,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0038,シメノドラッグ　和倉店,926-0178,石川県七尾市石崎町香島1丁目26番1,,37.0833683,136.9271884,0767-62-1085,0767-62-1086,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0018,シメノドラッグ　大聖寺店,922-0816,石川県加賀市大聖寺東町1丁目53,,36.3057859,136.3193978,0761-72-6511,0761-72-6512,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
co101259,ofid0026,シメノドラッグ　大額店,921-8147,石川県金沢市大額3丁目263番,,36.5145972,136.6255342,076-296-7010,076-296-7011,,9:00〜22:00,年中無休（元旦・２日のみ休業）,平成26年10月1日より、全品３％引き（一部対象外商品を除く・・・たばこ、雑誌、お酒、カウンセリング化粧品等）
